Order,Variable,Description,Category,Hierarchy Level,Hierarchy Description,Nearest Parent,Data Vintage,Root Formula,Type,Size,Part
2270,P0YHFA7074,Household Population Female 70 To 74,Female Household Population by Age,1,    Household Population Female 70 To 74,P0YHFAHPOP,2035,[P0YHTAHPOP],Int32,4,_1
2271,P0YHFA7579,Household Population Female 75 To 79,Female Household Population by Age,1,    Household Population Female 75 To 79,P0YHFAHPOP,2035,[P0YHTAHPOP],Int32,4,_1
2272,P0YHFA8084,Household Population Female 80 To 84,Female Household Population by Age,1,    Household Population Female 80 To 84,P0YHFAHPOP,2035,[P0YHTAHPOP],Int32,4,_1
2273,P0YHFA85P,Household Population Female 85 Or Older,Female Household Population by Age,1,    Household Population Female 85 Or Older,P0YHFAHPOP,2035,[P0YHTAHPOP],Int32,4,_1
2274,P0YHFAAVG,Average Age Of Household Population Female,Female Household Population by Age,0,Average Age Of Household Population Female,,2035,[P0YHTAHPOP],FixedDecimal,12.1,_1
2275,P0YHFAMED,Median Age Of Household Population Female,Female Household Population by Age,0,Median Age Of Household Population Female,,2035,[P0YHTAHPOP],FixedDecimal,12.1,_1
2276,P0YMTNHHD,Total Households For Maintainer Ages,Households by Maintainer Age,0,Total Households For Maintainer Ages,,2035,[P0YMTNHHD],Int32,4,_1
2277,P0YMTN1524,Maintainers 15 To 24,Households by Maintainer Age,1,    Maintainers 15 To 24,P0YMTNHHD,2035,[P0YMTNHHD],Int32,4,_1
2278,P0YMTN2534,Maintainers 25 To 34,Households by Maintainer Age,1,    Maintainers 25 To 34,P0YMTNHHD,2035,[P0YMTNHHD],Int32,4,_1
2279,P0YMTN3544,Maintainers 35 To 44,Households by Maintainer Age,1,    Maintainers 35 To 44,P0YMTNHHD,2035,[P0YMTNHHD],Int32,4,_1
2280,P0YMTN4554,Maintainers 45 To 54,Households by Maintainer Age,1,    Maintainers 45 To 54,P0YMTNHHD,2035,[P0YMTNHHD],Int32,4,_1
2281,P0YMTN5564,Maintainers 55 To 64,Households by Maintainer Age,1,    Maintainers 55 To 64,P0YMTNHHD,2035,[P0YMTNHHD],Int32,4,_1
2282,P0YMTN6574,Maintainers 65 To 74,Households by Maintainer Age,1,    Maintainers 65 To 74,P0YMTNHHD,2035,[P0YMTNHHD],Int32,4,_1
2283,P0YMTN7584,Maintainers 75 To 84,Households by Maintainer Age,1,    Maintainers 75 To 84,P0YMTNHHD,2035,[P0YMTNHHD],Int32,4,_1
2284,P0YMTN85P,Maintainers 85 Or Older,Households by Maintainer Age,1,    Maintainers 85 Or Older,P0YMTNHHD,2035,[P0YMTNHHD],Int32,4,_1
2285,P0YMTNAVG,Average Maintainer Age,Households by Maintainer Age,0,Average Maintainer Age,,2035,[P0YMTNHHD],FixedDecimal,12.1,_1
2286,P0YMTNMED,Median Maintainer Age,Households by Maintainer Age,0,Median Maintainer Age,,2035,[P0YMTNHHD],FixedDecimal,12.1,_1
2287,P0YHSZHHD,Total Households For Household Size,Households by Size of Household,0,Total Households For Household Size,,2035,[P0YHSZHHD],Int32,4,_1
2288,P0YHSZ1PER,1 Person,Households by Size of Household,1,    1 Person,P0YHSZHHD,2035,[P0YHSZHHD],Int32,4,_1
2289,P0YHSZ2PER,2 Persons,Households by Size of Household,1,    2 Persons,P0YHSZHHD,2035,[P0YHSZHHD],Int32,4,_1
2290,P0YHSZ3PER,3 Persons,Households by Size of Household,1,    3 Persons,P0YHSZHHD,2035,[P0YHSZHHD],Int32,4,_1
2291,P0YHSZ4PER,4 Persons,Households by Size of Household,1,    4 Persons,P0YHSZHHD,2035,[P0YHSZHHD],Int32,4,_1
2292,P0YHSZ5PER,5 Or More Persons,Households by Size of Household,1,    5 Or More Persons,P0YHSZHHD,2035,[P0YHSZHHD],Int32,4,_1
2293,P0YHSZTPER,Number Of Persons In Private Households,Households by Size of Household,1,    Number Of Persons In Private Households,P0YHSZTPER,2035,[P0YHSZHHD],Int32,4,_1
2294,P0YHSZAVG,Average Number Of Persons In Private Households,Households by Size of Household,0,Average Number Of Persons In Private Households,,2035,[P0YHSZHHD],FixedDecimal,12.1,_1
2295,P0YHTYHHD,Total Households For Household Type,Households by Household Type,0,Total Households For Household Type,,2035,[P0YHTYHHD],Int32,4,_1
2296,P0YHTYFHT,Total Family Households,Households by Household Type,1,    Total Family Households,P0YHTYHHD,2035,[P0YHTYHHD],Int32,4,_1
2297,P0YHTY1FH,One-Family Households,Households by Household Type,2,        One-Family Households,P0YHTYFHT,2035,[P0YHTYHHD],Int32,4,_1
2298,P0YHTY1FHP,One-Family Households With Additional Persons,Households by Household Type,3,            One-Family Households With Additional Persons,P0YHTY1FH,2035,[P0YHTYHHD],Int32,4,_1
2299,P0YHTY1FHNP,One-Family Households Without Additional Persons,Households by Household Type,3,            One-Family Households Without Additional Persons,P0YHTY1FH,2035,[P0YHTYHHD],Int32,4,_1
2300,P0YHTYMGFH,Multigenerational Family Households,Households by Household Type,2,        Multigenerational Family Households,P0YHTYFHT,2035,[P0YHTYHHD],Int32,4,_1
2301,P0YHTYMFH,Multiple-Family Households,Households by Household Type,2,        Multiple-Family Households,P0YHTYFHT,2035,[P0YHTYHHD],Int32,4,_1
2302,P0YHTYNFH,Non-Family Households,Households by Household Type,1,    Non-Family Households,P0YHTYHHD,2035,[P0YHTYHHD],Int32,4,_1
2303,P0YHTY1PH,One-Person Households,Households by Household Type,2,        One-Person Households,P0YHTYNFH,2035,[P0YHTYHHD],Int32,4,_1
2304,P0YHTYN65A,People 65 Years Or Over Living Alone,Households by Household Type,3,            People 65 Years Or Over Living Alone,P0YHTY1PH,2035,[P0YHTYHHD],Int32,4,_1
2305,P0YHTY2PPH,Two-Or-More-Person Households,Households by Household Type,2,        Two-Or-More-Person Households,P0YHTYNFH,2035,[P0YHTYHHD],Int32,4,_1
2306,P0YMARHP15,Household Population 15 Years Or Over,Household Population 15 Years or Over by Marital Status,0,Household Population 15 Years Or Over,,2035,[P0YMARHP15],Int32,4,_1
2307,P0YMARMCL,Married Or Living With A Common-Law Partner,Household Population 15 Years or Over by Marital Status,1,    Married Or Living With A Common-Law Partner,P0YMARHP15,2035,[P0YMARHP15],Int32,4,_1
2308,P0YMARM,Married (And Not Separated),Household Population 15 Years or Over by Marital Status,2,        Married (And Not Separated),P0YMARMCL,2035,[P0YMARHP15],Int32,4,_1
2309,P0YMARCL,Living Common Law,Household Population 15 Years or Over by Marital Status,2,        Living Common Law,P0YMARMCL,2035,[P0YMARHP15],Int32,4,_1
2310,P0YMARNMCL,Not Married And Not Living With A Common-Law Partner,Household Population 15 Years or Over by Marital Status,1,    Not Married And Not Living With A Common-Law Partner,P0YMARHP15,2035,[P0YMARHP15],Int32,4,_1
2311,P0YMARSING,Single (Never Legally Married),Household Population 15 Years or Over by Marital Status,2,        Single (Never Legally Married),P0YMARNMCL,2035,[P0YMARHP15],Int32,4,_1
2312,P0YMARSEP,Separated,Household Population 15 Years or Over by Marital Status,2,        Separated,P0YMARNMCL,2035,[P0YMARHP15],Int32,4,_1
2313,P0YMARDIV,Divorced,Household Population 15 Years or Over by Marital Status,2,        Divorced,P0YMARNMCL,2035,[P0YMARHP15],Int32,4,_1
2314,P0YMARWID,Widowed,Household Population 15 Years or Over by Marital Status,2,        Widowed,P0YMARNMCL,2035,[P0YMARHP15],Int32,4,_1
2315,P0YCFSCF,Total Census Families,Census Families by Family Structure,0,Total Census Families,,2035,[P0YCFSCF],Int32,4,_1
2316,P0YCFSC,Total Couple Families,Census Families by Family Structure,1,    Total Couple Families,P0YCFSCF,2035,[P0YCFSCF],Int32,4,_1
2317,P0YCFSCNC,Without Children At Home,Census Families by Family Structure,2,        Without Children At Home,P0YCFSC,2035,[P0YCFSCF],Int32,4,_1
2318,P0YCFSCWC,With Children At Home,Census Families by Family Structure,2,        With Children At Home,P0YCFSC,2035,[P0YCFSCF],Int32,4,_1
2319,P0YCFSM,Married Couple Families,Census Families by Family Structure,2,        Married Couple Families,P0YCFSC,2035,[P0YCFSCF],Int32,4,_1
2320,P0YCFSMNC,Without Children At Home,Census Families by Family Structure,3,            Without Children At Home,P0YCFSM,2035,[P0YCFSCF],Int32,4,_1
2321,P0YCFSMWC,With Children At Home,Census Families by Family Structure,3,            With Children At Home,P0YCFSM,2035,[P0YCFSCF],Int32,4,_1
2322,P0YCFSCL,Common-Law Couple Families,Census Families by Family Structure,2,        Common-Law Couple Families,P0YCFSC,2035,[P0YCFSCF],Int32,4,_1
2323,P0YCFSCLNC,Without Children At Home,Census Families by Family Structure,3,            Without Children At Home,P0YCFSCL,2035,[P0YCFSCF],Int32,4,_1
2324,P0YCFSCLWC,With Children At Home,Census Families by Family Structure,3,            With Children At Home,P0YCFSCL,2035,[P0YCFSCF],Int32,4,_1
2325,P0YCFSLP,Total Lone-Parent Families,Census Families by Family Structure,1,    Total Lone-Parent Families,P0YCFSCF,2035,[P0YCFSCF],Int32,4,_1
2326,P0YCFSFP,Female Parent Families,Census Families by Family Structure,2,        Female Parent Families,P0YCFSLP,2035,[P0YCFSCF],Int32,4,_1
2327,P0YCFSMP,Male Parent Families,Census Families by Family Structure,2,        Male Parent Families,P0YCFSLP,2035,[P0YCFSCF],Int32,4,_1
2328,P0YCFSNFP,Number Of Family Persons,Census Families by Family Structure,0,Number Of Family Persons,,2035,[P0YCFSCF],Int32,4,_1
2329,P0YHFSCF,Total Census Family Households,Census Family Households by Family Structure,0,Total Census Family Households,,2035,[P0YHFSCF],Int32,4,_1
2330,P0YHFSC,Total Couple Family Households,Census Family Households by Family Structure,1,    Total Couple Family Households,P0YHFSCF,2035,[P0YHFSCF],Int32,4,_1
2331,P0YHFSCNC,Without Children At Home,Census Family Households by Family Structure,2,        Without Children At Home,P0YHFSC,2035,[P0YHFSCF],Int32,4,_1
2332,P0YHFSCWC,With Children At Home,Census Family Households by Family Structure,2,        With Children At Home,P0YHFSC,2035,[P0YHFSCF],Int32,4,_1
2333,P0YHFSM,Married Couple Family Households,Census Family Households by Family Structure,2,        Married Couple Family Households,P0YHFSC,2035,[P0YHFSCF],Int32,4,_1
2334,P0YHFSMNC,Without Children At Home,Census Family Households by Family Structure,3,            Without Children At Home,P0YHFSM,2035,[P0YHFSCF],Int32,4,_1
2335,P0YHFSMWC,With Children At Home,Census Family Households by Family Structure,3,            With Children At Home,P0YHFSM,2035,[P0YHFSCF],Int32,4,_1
2336,P0YHFSCL,Common-Law Couple Family Households,Census Family Households by Family Structure,2,        Common-Law Couple Family Households,P0YHFSC,2035,[P0YHFSCF],Int32,4,_1
2337,P0YHFSCLNC,Without Children At Home,Census Family Households by Family Structure,3,            Without Children At Home,P0YHFSCL,2035,[P0YHFSCF],Int32,4,_1
2338,P0YHFSCLWC,With Children At Home,Census Family Households by Family Structure,3,            With Children At Home,P0YHFSCL,2035,[P0YHFSCF],Int32,4,_1
2339,P0YHFSLP,Total Lone-Parent Family Households,Census Family Households by Family Structure,1,    Total Lone-Parent Family Households,P0YHFSCF,2035,[P0YHFSCF],Int32,4,_1
2340,P0YHFSFP,Female Parent Family Households,Census Family Households by Family Structure,2,        Female Parent Family Households,P0YHFSLP,2035,[P0YHFSCF],Int32,4,_1
2341,P0YHFSMP,Male Parent Family Households,Census Family Households by Family Structure,2,        Male Parent Family Households,P0YHFSLP,2035,[P0YHFSCF],Int32,4,_1
2342,P0YHFSWC,Percentage of Family Households with Children Living at Home,Census Family Households by Family Structure,0,Percentage of Family Households with Children Living at Home,,2035,[P0YBASHHD],Int32,4,_1
2343,P0YCHAKIDS,Total Number Of Children At Home,Total Children At Home by Age,0,Total Number Of Children At Home,,2035,[P0YCHAKIDS],Int32,4,_1
2344,P0YCHA_0_4,0 To 4,Total Children At Home by Age,1,    0 To 4,P0YCHAKIDS,2035,[P0YCHAKIDS],Int32,4,_1
2345,P0YCHA_5_9,5 To 9,Total Children At Home by Age,1,    5 To 9,P0YCHAKIDS,2035,[P0YCHAKIDS],Int32,4,_1
2346,P0YCHA1014,10 To 14,Total Children At Home by Age,1,    10 To 14,P0YCHAKIDS,2035,[P0YCHAKIDS],Int32,4,_1
2347,P0YCHA1519,15 To 19,Total Children At Home by Age,1,    15 To 19,P0YCHAKIDS,2035,[P0YCHAKIDS],Int32,4,_1
2348,P0YCHA2024,20 To 24,Total Children At Home by Age,1,    20 To 24,P0YCHAKIDS,2035,[P0YCHAKIDS],Int32,4,_1
2349,P0YCHA25P,25 Or More,Total Children At Home by Age,1,    25 Or More,P0YCHAKIDS,2035,[P0YCHAKIDS],Int32,4,_1
2350,P0YCHACFCH,Average Children Per Census Family,Total Children At Home by Age,0,Average Children Per Census Family,,2035,[P0YCHAKIDS],FixedDecimal,12.1,_1
2351,P0YCHAFHCH,Average Children Per Census Family Household,Total Children At Home by Age,0,Average Children Per Census Family Household,,2035,[P0YBASCFH],FixedDecimal,12.1,_1
2352,P0YCHAHHCH,Average Children Per Household,Total Children At Home by Age,0,Average Children Per Household,,2035,[P0YBASHHD],FixedDecimal,12.1,_1
2353,P0YTENHHD,Total Households For Tenure,Occupied Private Dwellings by Tenure,0,Total Households For Tenure,,2035,[P0YTENHHD],Int32,4,_1
2354,P0YTENOWN,Owned,Occupied Private Dwellings by Tenure,1,    Owned,P0YTENHHD,2035,[P0YTENHHD],Int32,4,_1
2355,P0YTENRENT,Rented,Occupied Private Dwellings by Tenure,1,    Rented,P0YTENHHD,2035,[P0YTENHHD],Int32,4,_1
2356,P0YTENBAND,Band Housing,Occupied Private Dwellings by Tenure,1,    Band Housing,P0YTENHHD,2035,[P0YTENHHD],Int32,4,_1
2357,P0YSTYHHD,Total Households For Structure Type,Occupied Private Dwellings by Structure Type,0,Total Households For Structure Type,,2035,[P0YSTYHHD],Int32,4,_1
2358,P0YSTYHOUS,Houses,Occupied Private Dwellings by Structure Type,1,    Houses,P0YSTYHHD,2035,[P0YSTYHHD],Int32,4,_1
2359,P0YSTYSING,Single-Detached House,Occupied Private Dwellings by Structure Type,2,        Single-Detached House,P0YSTYHOUS,2035,[P0YSTYHHD],Int32,4,_1
2360,P0YSTYSEMI,Semi-Detached House,Occupied Private Dwellings by Structure Type,2,        Semi-Detached House,P0YSTYHOUS,2035,[P0YSTYHHD],Int32,4,_1
2361,P0YSTYROW,Row House,Occupied Private Dwellings by Structure Type,2,        Row House,P0YSTYHOUS,2035,[P0YSTYHHD],Int32,4,_1
2362,P0YSTYAPT,"Apartment, Building Low And High Rise",Occupied Private Dwellings by Structure Type,1,"    Apartment, Building Low And High Rise",P0YSTYHHD,2035,[P0YSTYHHD],Int32,4,_1
2363,P0YSTYAP5P,"Apartment, Building That Has Five Or More Story",Occupied Private Dwellings by Structure Type,2,"        Apartment, Building That Has Five Or More Story",P0YSTYAPT,2035,[P0YSTYHHD],Int32,4,_1
2364,P0YSTYAPU5,"Apartment, Building That Has Fewer Than Five Story",Occupied Private Dwellings by Structure Type,2,"        Apartment, Building That Has Fewer Than Five Story",P0YSTYAPT,2035,[P0YSTYHHD],Int32,4,_1
2365,P0YSTYDUPL,Detached Duplex,Occupied Private Dwellings by Structure Type,2,        Detached Duplex,P0YSTYAPT,2035,[P0YSTYHHD],Int32,4,_1
2366,P0YSTYOTHR,Other Dwelling Types,Occupied Private Dwellings by Structure Type,1,    Other Dwelling Types,P0YSTYHHD,2035,[P0YSTYHHD],Int32,4,_1
2367,P0YSTYOATT,Other Single-Attached House,Occupied Private Dwellings by Structure Type,2,        Other Single-Attached House,P0YSTYOTHR,2035,[P0YSTYHHD],Int32,4,_1
2368,P0YSTYMOVE,Movable Dwelling,Occupied Private Dwellings by Structure Type,2,        Movable Dwelling,P0YSTYOTHR,2035,[P0YSTYHHD],Int32,4,_1
2369,P0YHRIHHD,Total Households,Households by Income (Constant Year),0,Total Households,,2035,[P0YHRIHHD],Int32,4,_1
2370,P0YHRI_020,"Household Income $0 To $19,999 (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $0 To $19,999 (Constant Year 2020 $)",P0YHRIHHD,2035,[P0YHRIHHD],Int32,4,_1
2371,P0YHRI2040,"Household Income $20,000 To $39,999 (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $20,000 To $39,999 (Constant Year 2020 $)",P0YHRIHHD,2035,[P0YHRIHHD],Int32,4,_1
2372,P0YHRI4060,"Household Income $40,000 To $59,999 (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $40,000 To $59,999 (Constant Year 2020 $)",P0YHRIHHD,2035,[P0YHRIHHD],Int32,4,_1
2373,P0YHRI6080,"Household Income $60,000 To $79,999 (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $60,000 To $79,999 (Constant Year 2020 $)",P0YHRIHHD,2035,[P0YHRIHHD],Int32,4,_1
2374,P0YHRIX100,"Household Income $80,000 To $99,999 (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $80,000 To $99,999 (Constant Year 2020 $)",P0YHRIHHD,2035,[P0YHRIHHD],Int32,4,_1
2375,P0YHRI100P,"Household Income $100,000 Or Over (Constant Year 2020 $)",Households by Income (Constant Year),1,"    Household Income $100,000 Or Over (Constant Year 2020 $)",P0YHRIHHD,2035,[P0YHRIHHD],Int32,4,_1
2376,P0YHRIX125,"Household Income $100,000 To $124,999 (Constant Year 2020 $)",Households by Income (Constant Year),2,"        Household Income $100,000 To $124,999 (Constant Year 2020 $)",P0YHRI100P,2035,[P0YHRIHHD],Int32,4,_1
2377,P0YHRIX150,"Household Income $125,000 To $149,999 (Constant Year 2020 $)",Households by Income (Constant Year),2,"        Household Income $125,000 To $149,999 (Constant Year 2020 $)",P0YHRI100P,2035,[P0YHRIHHD],Int32,4,_1
2378,P0YHRIX200,"Household Income $150,000 To $199,999 (Constant Year 2020 $)",Households by Income (Constant Year),2,"        Household Income $150,000 To $199,999 (Constant Year 2020 $)",P0YHRI100P,2035,[P0YHRIHHD],Int32,4,_1
2379,P0YHRI200P,"Household Income $200,000 Or Over (Constant Year 2020 $)",Households by Income (Constant Year),2,"        Household Income $200,000 Or Over (Constant Year 2020 $)",P0YHRI100P,2035,[P0YHRIHHD],Int32,4,_1
2380,P0YHRIX300,"Household Income $200,000 To $299,999 (Constant Year 2020 $)",Households by Income (Constant Year),3,"            Household Income $200,000 To $299,999 (Constant Year 2020 $)",P0YHRI200P,2035,[P0YHRIHHD],Int32,4,_1
2381,P0YHRI300P,"Household Income $300,000 Or Over (Constant Year 2020 $)",Households by Income (Constant Year),3,"            Household Income $300,000 Or Over (Constant Year 2020 $)",P0YHRI200P,2035,[P0YHRIHHD],Int32,4,_1
2382,P0YHRIAVG,Average Household Income (Constant Year 2020 $),Households by Income (Constant Year),0,Average Household Income (Constant Year 2020 $),,2035,[P0YHRIHHD],FixedDecimal,19.2,_1
2383,P0YHRIMED,Median Household Income (Constant Year 2020 $),Households by Income (Constant Year),0,Median Household Income (Constant Year 2020 $),,2035,[P0YHRIHHD],FixedDecimal,19.2,_1
2384,P0YHRIAGG,Aggregate Household Income (Constant Year 2020 $),Households by Income (Constant Year),0,Aggregate Household Income (Constant Year 2020 $),,2035,[P0YHRIHHD],Double,8,_1
2385,P0YHNIHHD,Total Households,Households by Income (Current Year),0,Total Households,,2035,[P0YHNIHHD],Int32,4,_1
2386,P0YHNI_020,"Household Income $0 To $19,999 (Current Year $)",Households by Income (Current Year),1,"    Household Income $0 To $19,999 (Current Year $)",P0YHNIHHD,2035,[P0YHNIHHD],Int32,4,_1
2387,P0YHNI2040,"Household Income $20,000 To $39,999 (Current Year $)",Households by Income (Current Year),1,"    Household Income $20,000 To $39,999 (Current Year $)",P0YHNIHHD,2035,[P0YHNIHHD],Int32,4,_1
2388,P0YHNI4060,"Household Income $40,000 To $59,999 (Current Year $)",Households by Income (Current Year),1,"    Household Income $40,000 To $59,999 (Current Year $)",P0YHNIHHD,2035,[P0YHNIHHD],Int32,4,_1
2389,P0YHNI6080,"Household Income $60,000 To $79,999 (Current Year $)",Households by Income (Current Year),1,"    Household Income $60,000 To $79,999 (Current Year $)",P0YHNIHHD,2035,[P0YHNIHHD],Int32,4,_1
2390,P0YHNIX100,"Household Income $80,000 To $99,999 (Current Year $)",Households by Income (Current Year),1,"    Household Income $80,000 To $99,999 (Current Year $)",P0YHNIHHD,2035,[P0YHNIHHD],Int32,4,_1
2391,P0YHNI100P,"Household Income $100,000 Or Over (Current Year $)",Households by Income (Current Year),1,"    Household Income $100,000 Or Over (Current Year $)",P0YHNIHHD,2035,[P0YHNIHHD],Int32,4,_1
2392,P0YHNIX125,"Household Income $100,000 To $124,999 (Current Year $)",Households by Income (Current Year),2,"        Household Income $100,000 To $124,999 (Current Year $)",P0YHNI100P,2035,[P0YHNIHHD],Int32,4,_1
2393,P0YHNIX150,"Household Income $125,000 To $149,999 (Current Year $)",Households by Income (Current Year),2,"        Household Income $125,000 To $149,999 (Current Year $)",P0YHNI100P,2035,[P0YHNIHHD],Int32,4,_1
2394,P0YHNIX200,"Household Income $150,000 To $199,999 (Current Year $)",Households by Income (Current Year),2,"        Household Income $150,000 To $199,999 (Current Year $)",P0YHNI100P,2035,[P0YHNIHHD],Int32,4,_1
2395,P0YHNI200P,"Household Income $200,000 Or Over (Current Year $)",Households by Income (Current Year),2,"        Household Income $200,000 Or Over (Current Year $)",P0YHNI100P,2035,[P0YHNIHHD],Int32,4,_1
2396,P0YHNIX300,"Household Income $200,000 to $299,999 (Current Year $)",Households by Income (Current Year),3,"            Household Income $200,000 to $299,999 (Current Year $)",P0YHNI200P,2035,[P0YHNIHHD],Int32,4,_1
2397,P0YHNI300P,"Household Income $300,000 Or Over (Current Year $)",Households by Income (Current Year),3,"            Household Income $300,000 Or Over (Current Year $)",P0YHNI200P,2035,[P0YHNIHHD],Int32,4,_1
2398,P0YHNIAVG,Average Household Income (Current Year $),Households by Income (Current Year),0,Average Household Income (Current Year $),,2035,[P0YHNIHHD],FixedDecimal,19.2,_1
2399,P0YHNIMED,Median Household Income (Current Year $),Households by Income (Current Year),0,Median Household Income (Current Year $),,2035,[P0YHNIHHD],FixedDecimal,19.2,_1
2400,P0YHNIAGG,Aggregate Household Income (Current Year $),Households by Income (Current Year),0,Aggregate Household Income (Current Year $),,2035,[P0YHNIHHD],Double,8,_1
2401,P0YEDUHP15,Household Population 15 Years Or Over,Household Population 15 Years or Over by Educational Attainment,0,Household Population 15 Years Or Over,,2035,[P0YEDUHP15],Int32,4,_1
2402,P0YEDUNCDD,"No Certificate, Diploma Or Degree",Household Population 15 Years or Over by Educational Attainment,1,"    No Certificate, Diploma Or Degree",P0YEDUHP15,2035,[P0YEDUHP15],Int32,4,_1
2403,P0YEDUHSCE,High School Certificate Or Equivalent,Household Population 15 Years or Over by Educational Attainment,1,    High School Certificate Or Equivalent,P0YEDUHP15,2035,[P0YEDUHP15],Int32,4,_1
2404,P0YEDUATCD,Apprenticeship Or Trades Certificate Or Diploma,Household Population 15 Years or Over by Educational Attainment,1,    Apprenticeship Or Trades Certificate Or Diploma,P0YEDUHP15,2035,[P0YEDUHP15],Int32,4,_1
2405,P0YEDUCOLL,"College, CEGEP Or Other Non-University Certificate Or Diploma",Household Population 15 Years or Over by Educational Attainment,1,"    College, CEGEP Or Other Non-University Certificate Or Diploma",P0YEDUHP15,2035,[P0YEDUHP15],Int32,4,_1
2406,P0YEDUUDBB,University Certificate Or Diploma Below Bachelor,Household Population 15 Years or Over by Educational Attainment,1,    University Certificate Or Diploma Below Bachelor,P0YEDUHP15,2035,[P0YEDUHP15],Int32,4,_1
2407,P0YEDUUD,University Degree,Household Population 15 Years or Over by Educational Attainment,1,    University Degree,P0YEDUHP15,2035,[P0YEDUHP15],Int32,4,_1
2408,P0YEDUUDBD,Bachelor's Degree,Household Population 15 Years or Over by Educational Attainment,2,        Bachelor's Degree,P0YEDUUD,2035,[P0YEDUHP15],Int32,4,_1
2409,P0YEDUUDBP,Above Bachelor's,Household Population 15 Years or Over by Educational Attainment,2,        Above Bachelor's,P0YEDUUD,2035,[P0YEDUHP15],Int32,4,_1
2410,P0YACTHPL,Household Population 15 Years Or Over For Labour Force,Household Population 15 Years or Over by Labour Force Activity,0,Household Population 15 Years Or Over For Labour Force,,2035,[P0YACTHPL],Int32,4,_1
2411,P0YACTINLF,In The Labour Force,Household Population 15 Years or Over by Labour Force Activity,1,    In The Labour Force,P0YACTHPL,2035,[P0YACTHPL],Int32,4,_1
2412,P0YACTEMP,Employed,Household Population 15 Years or Over by Labour Force Activity,2,        Employed,P0YACTINLF,2035,[P0YACTHPL],Int32,4,_1
2413,P0YACTUEMP,Unemployed,Household Population 15 Years or Over by Labour Force Activity,2,        Unemployed,P0YACTINLF,2035,[P0YACTHPL],Int32,4,_1
2414,P0YACTNOLF,Not In The Labour Force,Household Population 15 Years or Over by Labour Force Activity,1,    Not In The Labour Force,P0YACTHPL,2035,[P0YACTHPL],Int32,4,_1
2415,P0YACTPR,Participation Rate,Household Population 15 Years or Over by Labour Force Activity,0,Participation Rate,,2035,[P0YACTHPL],FixedDecimal,12.1,_1
2416,P0YACTER,Employment Rate,Household Population 15 Years or Over by Labour Force Activity,0,Employment Rate,,2035,[P0YACTHPL],FixedDecimal,12.1,_1
2417,P0YACTUR,Unemployment Rate,Household Population 15 Years or Over by Labour Force Activity,0,Unemployment Rate,,2035,[P0YACTHPL],FixedDecimal,12.1,_1
2418,P0YCWHPL,Household Population 15 Years Or Over For Class of Worker,Household Population 15 Years or Over by Class of Worker,0,Household Population 15 Years Or Over For Class of Worker,,2035,[P0YCWHPL],Int32,4,_1
2419,P0YCWT,In the Labour Force For Class of Worker,Household Population 15 Years or Over by Class of Worker,1,    In the Labour Force For Class of Worker,P0YCWHPL,2035,[P0YCWHPL],Int32,4,_1
2420,P0YCWEMP,Employee,Household Population 15 Years or Over by Class of Worker,2,        Employee,P0YCWT,2035,[P0YCWT],Int32,4,_1
2421,P0YCWPSEI,Self-employed,Household Population 15 Years or Over by Class of Worker,2,        Self-employed,P0YCWT,2035,[P0YCWT],Int32,4,_1
2422,P0YVISHPOP,Household Population For Visible Minority,Household Population by Visible Minority Status,0,Household Population For Visible Minority,,2035,[P0YVISHPOP],Int32,4,_1
2423,P0YVISVM,Visible Minority Total,Household Population by Visible Minority Status,1,    Visible Minority Total,P0YVISHPOP,2035,[P0YVISHPOP],Int32,4,_1
2424,P0YVISCHIN,Visible Minority Chinese,Household Population by Visible Minority Status,2,        Visible Minority Chinese,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2425,P0YVISSA,Visible Minority South Asian,Household Population by Visible Minority Status,2,        Visible Minority South Asian,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2426,P0YVISBLCK,Visible Minority Black,Household Population by Visible Minority Status,2,        Visible Minority Black,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2427,P0YVISFILI,Visible Minority Filipino,Household Population by Visible Minority Status,2,        Visible Minority Filipino,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2428,P0YVISLAM,Visible Minority Latin American,Household Population by Visible Minority Status,2,        Visible Minority Latin American,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2429,P0YVISSEA,Visible Minority Southeast Asian,Household Population by Visible Minority Status,2,        Visible Minority Southeast Asian,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2430,P0YVISARAB,Visible Minority Arab,Household Population by Visible Minority Status,2,        Visible Minority Arab,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2431,P0YVISWA,Visible Minority West Asian,Household Population by Visible Minority Status,2,        Visible Minority West Asian,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
2432,P0YVISKOR,Visible Minority Korean,Household Population by Visible Minority Status,2,        Visible Minority Korean,P0YVISVM,2035,[P0YVISHPOP],Int32,4,_1
